City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Nefteyugansk,RU,61.0998,72.6035,8.37,89,100,21.23,overcast clouds
348,Goderich,CA,43.7501,-81.7165,31.91,59,100,27.63,overcast clouds
349,Vanimo,PG,-2.6741,141.3028,80.37,83,96,4.97,overcast clouds
350,Kruisfontein,ZA,-34.0033,24.7314,54.88,91,1,7.67,clear sky
351,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,78,27,11.7,scattered clouds
352,Vagay,RU,57.9375,69.0217,6.1,88,59,8.84,broken clouds
353,Bapatla,IN,15.9,80.4667,67.48,69,100,7.14,overcast clouds
354,Luba,GQ,3.4568,8.5547,79.77,82,96,5.1,moderate rain
355,Nizhnyaya Tavda,RU,57.6731,66.1725,8.02,88,76,8.3,broken clouds
356,Lockport,US,41.5895,-88.0578,27.01,58,75,27.63,broken clouds
357,Soyo,AO,-6.1349,12.3689,77.52,79,99,5.61,overcast clouds
358,Luganville,VU,-15.5333,167.1667,84.4,71,19,7.45,few clouds
359,Tarauaca,BR,-8.1614,-70.7656,85.84,63,80,3.65,broken clouds
360,Esperance,AU,-33.8667,121.9,57.85,74,79,14.85,broken clouds
361,Mersing,MY,2.4312,103.8405,75.11,88,40,1.14,scattered clouds
362,Winsum,NL,53.33,6.5208,28.98,90,70,2.73,broken clouds
363,Saint George,US,37.1041,-113.5841,54.43,25,0,3.0,clear sky
364,Merauke,ID,-8.4667,140.3333,81.97,84,100,8.63,overcast clouds
365,Quatre Cocos,MU,-20.2078,57.7625,69.91,72,0,6.49,clear sky
366,Talnakh,RU,69.4865,88.3972,-3.8,95,100,3.89,overcast clouds
367,Mitsamiouli,KM,-11.3847,43.2844,77.81,83,2,10.31,clear sky
368,Husavik,IS,66.0449,-17.3389,44.17,80,90,28.19,overcast clouds
369,Zemio,CF,5.0314,25.1361,71.13,74,99,2.04,overcast clouds
370,Iqaluit,CA,63.7506,-68.5145,-5.31,70,20,16.11,few clouds
371,Nizhnedevitsk,RU,51.5419,38.3657,33.84,95,100,17.13,overcast clouds
372,Lianzhou,CN,24.7811,112.3825,60.75,90,93,2.01,overcast clouds
373,Qazax,AZ,41.0933,45.3661,53.69,52,5,6.42,clear sky
374,Krasnyy Profintern,RU,57.7446,40.435,17.62,82,85,11.48,overcast clouds
375,Setaka,JP,33.15,130.4667,56.23,78,40,4.61,scattered clouds
376,Milkovo,RU,54.7167,158.6167,-0.17,94,88,2.37,overcast clouds
377,Bandarbeyla,SO,9.4942,50.8122,79.34,79,99,19.62,light rain
378,Port Lincoln,AU,-34.7333,135.8667,58.51,61,7,23.11,clear sky
379,Sur,OM,22.5667,59.5289,76.05,61,0,6.89,clear sky
380,Havoysund,NO,70.9963,24.6622,37.63,76,3,6.8,clear sky
381,Turkmenabat,TM,39.0733,63.5786,49.98,100,99,6.91,overcast clouds
382,Tumpat,MY,6.1978,102.171,75.18,100,20,3.44,few clouds
383,Griffith,US,41.5284,-87.4237,26.55,63,100,19.57,overcast clouds
384,Honiara,SB,-9.4333,159.95,84.07,74,80,4.79,broken clouds
385,Kahului,US,20.8947,-156.47,84.97,69,40,25.32,scattered clouds
386,Mwinilunga,ZM,-11.7358,24.4293,62.02,85,56,3.91,broken clouds
387,La Primavera,CO,5.4906,-70.4092,80.15,79,87,4.18,overcast clouds
388,San Cristobal,VE,7.7669,-72.225,75.38,67,45,3.02,scattered clouds
389,Margate,GB,51.3813,1.3862,47.89,88,100,7.67,overcast clouds
390,Mandera,KE,3.9366,41.867,85.37,43,67,12.03,broken clouds
391,Hervey Bay,AU,-25.2986,152.8535,75.94,78,42,20.11,scattered clouds
392,Krasnoselkup,RU,65.7,82.4667,-24.66,100,58,4.36,broken clouds
393,Touros,BR,-5.1989,-35.4608,78.67,79,94,14.34,overcast clouds
394,Waingapu,ID,-9.6567,120.2641,79.02,81,98,2.04,light rain
395,Cloquet,US,46.7216,-92.4594,15.87,65,100,18.41,overcast clouds
396,Grindavik,IS,63.8424,-22.4338,44.55,81,75,6.91,broken clouds
397,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,17.27,few clouds
398,Sisimiut,GL,66.9395,-53.6735,22.46,94,99,13.69,light snow
399,Tateyama,JP,34.9833,139.8667,55.09,67,100,15.61,overcast clouds
400,Baghdad,IQ,33.3406,44.4009,57.11,82,0,6.91,clear sky
401,Rafaela,AR,-31.2503,-61.4867,91.98,12,35,1.01,scattered clouds
402,Nortelandia,BR,-14.4547,-56.8028,91.51,34,40,9.06,scattered clouds
403,Ballina,AU,-28.8667,153.5667,80.78,81,36,12.08,scattered clouds
404,Padang,ID,-0.9492,100.3543,75.2,87,100,3.78,light rain
405,Vila Velha,BR,-20.3297,-40.2925,75.15,83,40,11.5,scattered clouds
406,Jamtara,IN,23.95,86.8,60.87,46,19,7.58,few clouds
407,Akhmim,EG,26.5622,31.745,64.6,41,0,5.61,clear sky
408,Ardesen,TR,41.1911,40.9875,64.42,60,72,10.96,broken clouds
409,Tilichiki,RU,60.4667,166.1,-5.13,99,84,8.21,broken clouds
410,Asyut,EG,27.181,31.1837,62.78,44,0,6.44,clear sky
411,Fredericksburg,US,38.3032,-77.4605,49.35,39,0,10.36,clear sky
412,Sindor,RU,62.8629,51.8905,14.34,90,79,9.44,broken clouds
413,Sangar,RU,63.9242,127.4739,-17.32,95,92,5.06,overcast clouds
414,Broken Hill,AU,-31.95,141.4333,58.5,48,2,17.34,clear sky
415,Abha,SA,18.2164,42.5053,58.82,67,0,0.0,clear sky
416,Ust-Ilimsk,RU,58.0006,102.6619,-2.31,99,66,3.89,broken clouds
417,Ixtapa,MX,20.7,-105.2,79.23,73,75,9.22,broken clouds
418,Hanna,CA,51.6334,-111.9018,24.15,70,51,9.15,broken clouds
419,Aswan,EG,24.0934,32.907,69.1,26,0,6.91,clear sky
420,Nattarasankottai,IN,9.8667,78.5667,70.81,80,100,7.36,overcast clouds
421,Udaipur,IN,24.5712,73.6918,60.67,43,0,4.74,clear sky
422,Louros,GR,39.1628,20.7519,69.66,79,67,5.53,broken clouds
423,Cukai,MY,4.25,103.4167,78.01,90,100,3.65,overcast clouds
424,Kodino,RU,63.7198,39.6447,15.1,97,68,3.15,broken clouds
425,Iquitos,PE,-3.7481,-73.2472,91.44,55,40,3.44,scattered clouds
426,Verkhnyaya Inta,RU,65.9811,60.3094,21.42,95,100,12.19,light snow
427,Longyearbyen,SJ,78.2186,15.6401,39.04,87,75,25.32,light intensity drizzle rain
428,Guerrero Negro,MX,27.9769,-114.0611,71.1,30,0,5.57,clear sky
429,Zatoka,UA,46.0725,30.4654,47.95,71,84,8.77,broken clouds
430,Barcelos,PT,41.5388,-8.6151,53.74,92,100,2.13,overcast clouds
431,Tra Vinh,VN,9.9347,106.3453,73.11,96,100,4.14,overcast clouds
432,Lyubokhna,RU,53.5033,34.3885,25.16,98,99,3.96,overcast clouds
433,Caravelas,BR,-17.7125,-39.2481,73.18,86,100,7.7,overcast clouds
434,Vysoke Myto,CZ,49.9532,16.1617,29.48,88,19,1.28,few clouds
435,Kiunga,PG,-6.1219,141.2906,74.7,99,100,1.61,overcast clouds
436,Penzance,GB,50.1186,-5.5371,48.88,89,100,27.0,overcast clouds
437,Mount Isa,AU,-20.7333,139.5,74.97,94,75,3.44,broken clouds
438,Novoilinsk,RU,51.6829,108.7143,1.2,98,39,1.48,scattered clouds
439,Puerto Escondido,MX,15.85,-97.0667,86.83,58,20,8.05,few clouds
440,Doembang Nangbuat,TH,14.8333,100.1,73.94,95,98,5.61,overcast clouds
441,Tarata,BO,-17.6167,-66.0167,76.42,55,100,5.44,overcast clouds
442,Bondo,CD,3.8146,23.6866,72.16,80,100,0.22,overcast clouds
443,Cidreira,BR,-30.1811,-50.2056,70.18,77,7,25.14,clear sky
444,Filingue,NE,14.3521,3.3168,78.89,17,89,8.41,overcast clouds
445,Beloha,MG,-25.1667,45.05,72.09,73,1,4.56,clear sky
446,Cap Malheureux,MU,-19.9842,57.6142,69.48,72,0,4.0,clear sky
447,Balkhash,KZ,46.844,74.9804,33.4,75,100,2.28,overcast clouds
448,Harrismith,ZA,-28.2728,29.1295,50.83,86,96,8.37,overcast clouds
449,Abu Zabad,SD,12.35,29.25,69.91,19,6,9.62,clear sky
450,Iwanai,JP,42.9744,140.5089,38.86,93,98,6.08,overcast clouds
451,Amapa,BR,1.0,-52.0,79.56,56,13,1.54,few clouds
452,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.63,97,100,1.63,overcast clouds
453,Yaan,NG,7.3833,8.5667,82.65,34,97,3.44,overcast clouds
454,Myitkyina,MM,25.3833,97.4,52.21,60,31,2.68,scattered clouds
455,Mopipi,BW,-21.1833,24.8833,87.28,23,26,2.51,scattered clouds
456,Sibu,MY,2.3,111.8167,73.71,94,40,5.01,scattered clouds
457,Souillac,MU,-20.5167,57.5167,70.18,83,20,3.44,few clouds
458,Kasongo-Lunda,CD,-6.4667,16.8167,70.48,96,100,1.68,overcast clouds
459,Elko,US,41.0002,-115.5012,26.62,55,0,3.0,clear sky
460,Ornskoldsvik,SE,63.2909,18.7153,27.55,100,100,5.75,overcast clouds
461,Along,IN,28.1667,94.7667,52.63,77,1,1.59,clear sky
462,Turayf,SA,31.6725,38.6637,50.25,87,0,4.61,clear sky
463,Zeya,RU,53.75,127.2667,22.82,96,100,4.16,snow
464,Grajau,BR,-5.8194,-46.1386,72.48,97,100,3.22,overcast clouds
465,San Ramon,US,37.7799,-121.978,64.71,35,0,12.66,clear sky
466,Necochea,AR,-38.5473,-58.7368,70.25,78,27,10.49,scattered clouds
467,Kozelsk,RU,54.0375,35.7716,25.95,96,100,5.3,light snow
468,Lamas,PE,-6.4167,-76.5333,77.47,53,28,1.83,scattered clouds
469,Navalmoral De La Mata,ES,39.8916,-5.5406,50.95,71,93,2.77,overcast clouds
470,Aksu,CN,41.1231,80.2644,35.87,37,95,1.68,overcast clouds
471,Gat,IL,31.61,34.7642,68.4,43,0,7.78,clear sky
472,Sao Filipe,CV,14.8961,-24.4956,77.43,67,90,16.49,overcast clouds
473,Frontera,MX,26.9333,-101.45,44.35,100,100,9.22,drizzle
474,Nathdwara,IN,24.9333,73.8167,61.16,42,0,3.67,clear sky
475,Verkhoyansk,RU,67.5447,133.385,-30.66,100,93,0.85,overcast clouds
476,Bilibino,RU,68.0546,166.4372,-17.82,100,100,1.16,overcast clouds
477,Ledyard,US,41.4398,-72.0142,39.09,54,40,11.5,scattered clouds
478,Port Hawkesbury,CA,45.6169,-61.3485,38.79,72,0,4.61,clear sky
479,Cangzhou,CN,38.3167,116.8667,47.37,77,41,3.31,scattered clouds
480,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,70,40,18.01,scattered clouds
481,Kushmurun,KZ,52.4503,64.6311,9.7,93,62,8.55,broken clouds
482,Kintampo,GH,8.0563,-1.7306,77.36,56,70,4.85,broken clouds
483,Dzhebariki-Khaya,RU,62.2167,135.8,-3.51,99,98,3.83,overcast clouds
484,Misratah,LY,32.3754,15.0925,74.84,39,99,11.3,overcast clouds
485,Kattivakkam,IN,13.2167,80.3167,75.29,76,100,12.17,overcast clouds
486,Terney,RU,45.0503,136.6092,34.05,89,100,2.42,overcast clouds
487,Pokhara,NP,28.2333,83.9833,59.36,42,0,5.59,clear sky
488,Bolshoye Nagatkino,RU,54.5196,47.9679,22.78,92,97,11.18,overcast clouds
489,Ulaangom,MN,49.9811,92.0667,8.2,81,53,4.72,broken clouds
490,Jacksonville,US,30.3322,-81.6556,61.02,56,75,9.22,broken clouds
491,Enshi,CN,30.3,109.4833,51.44,96,3,0.56,clear sky
492,Sabang,ID,5.8933,95.3214,81.03,78,100,14.61,overcast clouds
493,Wyszkow,PL,52.5928,21.4584,27.95,83,83,8.19,broken clouds
494,Surat,IN,21.1667,72.8333,67.53,35,0,7.09,clear sky
495,Togur,RU,58.3631,82.8265,-3.64,89,100,12.08,overcast clouds
496,Vavozh,RU,56.7751,51.931,13.82,85,6,5.3,clear sky
497,Arman,RU,59.7,150.1667,-2.22,80,50,6.33,scattered clouds
498,Saint Stephen,GB,50.3333,-4.9,48.47,93,75,17.27,light rain
499,Rincon De La Victoria,ES,36.7172,-4.2758,60.85,54,32,11.34,scattered clouds
500,Kontagora,NG,10.3999,5.4695,75.47,29,98,4.61,overcast clouds
501,Kibre Mengist,ET,5.8833,38.9833,54.91,84,26,2.04,scattered clouds
502,Ewa Beach,US,21.3156,-158.0072,84.15,62,40,18.41,scattered clouds
503,San Quintin,MX,30.4833,-115.95,65.84,41,0,8.19,clear sky
504,Amazar,RU,53.858,120.875,5.54,89,99,5.1,overcast clouds
505,Minab,IR,27.1467,57.0801,77.02,73,100,2.57,overcast clouds
506,Damietta,EG,31.4165,31.8133,69.69,64,0,11.88,clear sky
507,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,97.23,22,0,6.55,clear sky
508,Gigmoto,PH,13.7796,124.39,78.78,87,98,5.41,overcast clouds
509,Madimba,TZ,-10.4,40.3333,76.44,82,69,5.93,broken clouds
510,Pervomayskiy,RU,53.2485,40.2871,29.21,97,100,10.87,snow
511,Harper,LR,4.375,-7.7169,72.55,83,69,8.19,light rain
512,Gladstone,AU,-23.85,151.25,78.73,73,100,9.22,overcast clouds
513,Odweyne,SO,9.4092,45.064,70.16,53,65,4.27,broken clouds
514,Mitzic,GA,0.7821,11.549,69.42,97,100,2.93,light rain
515,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,95.68,21,31,9.86,scattered clouds
516,Setermoen,NO,68.861,18.3486,26.44,53,0,7.54,clear sky
517,Mao,ES,39.8885,4.2658,52.36,82,40,9.22,scattered clouds
518,Rawson,AR,-43.3002,-65.1023,68.29,30,0,20.71,clear sky
519,Pozo Colorado,PY,-23.4923,-58.7972,91.54,30,32,12.55,scattered clouds
520,Olafsvik,IS,64.8945,-23.7142,43.11,88,100,22.24,overcast clouds
521,Irbeyskoye,RU,55.6428,95.4522,10.38,91,96,3.98,overcast clouds
522,Luau,AO,-10.7073,22.2247,63.91,96,77,3.69,broken clouds
523,Oksovskiy,RU,62.6062,39.8984,15.1,96,43,1.88,scattered clouds
524,Port Hedland,AU,-20.3167,118.5667,79.72,43,99,9.62,light rain
525,Port Moresby,PG,-9.4431,147.1797,80.02,78,20,5.75,few clouds
526,Tarakan,ID,3.3,117.6333,78.3,94,40,3.44,scattered clouds
527,Ilawa,PL,53.596,19.5685,25.79,87,100,10.27,overcast clouds
528,Lunavada,IN,23.1333,73.6167,64.65,40,0,5.91,clear sky
529,Yarmouth,US,41.7057,-70.2286,43.0,63,75,16.11,broken clouds
530,Roquetas De Mar,ES,36.7642,-2.6148,62.62,38,92,0.65,overcast clouds
531,Vao,NC,-22.6667,167.4833,72.61,71,58,11.86,broken clouds
532,Kavaratti,IN,10.5669,72.642,80.37,57,11,2.64,few clouds
533,Tallahassee,US,30.4383,-84.2807,57.09,53,100,4.52,overcast clouds
534,Kenai,US,60.5544,-151.2583,35.15,75,75,14.97,broken clouds
535,Hope,US,33.6671,-93.5916,44.65,48,57,5.35,broken clouds
536,Erdenet,MN,49.0333,104.0833,3.69,97,41,3.53,scattered clouds
537,Springbok,ZA,-29.6643,17.8865,56.16,50,64,4.65,broken clouds
538,Oranjemund,NA,-28.55,16.4333,60.33,80,86,19.35,overcast clouds
539,Beyneu,KZ,45.3167,55.2,42.01,81,16,4.63,few clouds
540,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,4.61,clear sky
541,Yeppoon,AU,-23.1333,150.7333,80.38,72,100,11.68,overcast clouds
542,Cariati,IT,39.4922,16.9594,66.88,70,99,6.13,overcast clouds
543,Chokwe,MZ,-24.5333,32.9833,75.13,82,90,16.24,overcast clouds
544,Itoman,JP,26.1247,127.6694,75.22,83,40,8.05,scattered clouds
545,Acarau,BR,-2.8856,-40.12,79.74,75,72,17.67,broken clouds
546,Lesnoy,RU,57.6198,63.0784,6.49,91,86,6.31,overcast clouds
547,Pitimbu,BR,-7.4706,-34.8086,79.39,77,97,10.2,overcast clouds
548,Tessalit,ML,20.1986,1.0114,72.45,12,100,10.65,overcast clouds
549,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.52,95,99,2.57,moderate rain
550,Ilinskiy,RU,55.619,38.1182,28.11,93,100,11.18,overcast clouds
551,Tautira,PF,-17.7333,-149.15,74.43,90,100,10.07,light rain
552,Balloch,GB,56.0,-4.5833,47.17,83,100,10.36,moderate rain
553,Ojinaga,MX,29.5667,-104.4167,48.58,71,100,14.97,overcast clouds
554,Guadalupe Y Calvo,MX,26.1,-106.9667,57.94,37,23,10.47,few clouds
555,Mabaruma,GY,8.2,-59.7833,74.07,95,19,3.31,light rain
556,Antofagasta,CL,-23.65,-70.4,63.68,79,9,8.21,clear sky
557,Ivybridge,GB,50.3904,-3.9191,48.9,90,100,14.56,overcast clouds
558,Altamira,BR,-3.2033,-52.2064,82.49,89,0,0.0,clear sky
559,Skibbereen,IE,51.55,-9.2667,51.12,77,3,18.1,clear sky
560,Kalengwa,ZM,-13.4659,25.0027,65.86,51,23,3.83,few clouds
561,Aleksandrovskoye,RU,44.7142,43.0008,53.71,65,100,2.84,overcast clouds
562,El Tocuyo,VE,9.7873,-69.7937,75.51,84,73,3.47,broken clouds
563,Ati,TD,13.2154,18.3353,78.39,18,8,10.6,clear sky
564,Saint-Joseph,RE,-21.3667,55.6167,70.18,79,13,5.82,few clouds
565,Buraydah,SA,26.326,43.975,61.25,71,17,13.58,few clouds
566,Falmouth,GB,50.1544,-5.0711,49.1,100,100,14.97,moderate rain
567,Yumen,CN,40.2833,97.2,36.66,26,100,14.56,overcast clouds
568,Moerai,PF,-22.4333,-151.3333,72.54,68,61,19.39,broken clouds
569,Baijiantan,CN,45.6333,85.1833,32.32,60,37,5.93,scattered clouds
570,Tambura,SS,5.6,27.4667,76.44,58,97,0.69,overcast clouds
571,Greystones,IE,53.1408,-6.0631,49.91,96,100,8.97,overcast clouds
572,Kapit,MY,2.0167,112.9333,73.15,99,100,1.52,overcast clouds
573,Ginda,IN,30.6945,78.4932,46.62,39,43,6.89,scattered clouds
574,La Rioja,ES,42.25,-2.5,38.98,83,95,5.46,overcast clouds
575,Kpandae,GH,8.4689,-0.0113,80.98,52,99,3.33,overcast clouds
576,Alta Floresta,BR,-9.8756,-56.0861,73.42,89,70,5.12,broken clouds
577,Simbahan,PH,6.3032,120.5836,82.96,79,100,15.93,overcast clouds
578,Zamora,EC,-4.0692,-78.9567,77.29,80,67,2.42,light rain
579,Huambo,AO,-12.7761,15.7392,63.59,69,34,3.02,scattered clouds
580,Barabinsk,RU,55.3571,78.357,2.37,88,96,11.23,overcast clouds
581,Rio Grande,BR,-32.035,-52.0986,78.91,76,43,22.75,scattered clouds
582,Whyalla,AU,-33.0333,137.5833,59.59,56,4,19.51,clear sky
583,Mecca,SA,21.4267,39.8261,76.24,66,5,6.15,clear sky
584,Hambantota,LK,6.1241,81.1185,75.54,100,20,3.44,few clouds
585,Minsk,BY,53.9,27.5667,15.55,96,58,7.34,broken clouds
586,Salym,RU,60.0625,71.4789,8.08,92,100,10.89,overcast clouds
587,Maunabo,PR,18.0072,-65.8993,82.24,84,44,13.2,scattered clouds
588,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,5.59,66,0,8.95,clear sky
589,Makakilo City,US,21.3469,-158.0858,82.72,62,75,18.41,broken clouds
590,Tala,EG,30.6803,30.9429,61.21,76,0,7.0,clear sky
591,Zhigansk,RU,66.7697,123.3711,-7.62,97,100,14.63,overcast clouds
592,Kindu,CD,-2.95,25.95,67.06,94,51,1.21,broken clouds
593,Amiens,FR,49.9,2.3,46.78,92,97,5.28,overcast clouds
594,Banjar,ID,-8.19,114.9675,76.96,90,100,2.37,overcast clouds
595,Saint Anthony,US,45.0205,-93.218,17.55,60,75,20.71,broken clouds
596,Zhireken,RU,52.8249,117.3076,3.65,92,100,3.11,overcast clouds
597,Jalu,LY,29.0331,21.5482,66.29,23,16,9.75,few clouds
598,Atagay,RU,55.1033,99.3875,8.8,93,16,3.96,few clouds
599,Tamandare,BR,-8.7597,-35.1047,77.36,80,83,8.95,broken clouds
600,Roura,GF,4.7263,-52.3274,80.51,83,0,3.44,clear sky
601,Nata,PA,8.3333,-80.5167,77.4,91,100,3.47,moderate rain
602,Severobaykalsk,RU,55.65,109.3167,4.28,75,16,5.55,few clouds
603,Guanica,PR,17.9716,-66.908,83.12,79,64,8.23,broken clouds
604,Traverse City,US,44.7631,-85.6206,23.61,86,100,17.27,heavy snow
605,Suntar,RU,62.1444,117.6319,-5.98,97,92,4.9,overcast clouds
606,Akdepe,TM,42.0551,59.3788,37.49,69,10,3.24,clear sky
607,Labytnangi,RU,66.6572,66.4183,-7.92,92,18,2.51,few clouds
608,Kailua,US,21.4022,-157.7394,84.18,73,17,8.01,few clouds
609,Punto Fijo,VE,11.6956,-70.1996,81.61,77,24,23.8,few clouds
610,Goure,NE,13.9835,10.2704,71.17,21,14,8.97,few clouds
611,Pa Sang,TH,18.5262,98.9394,74.86,96,99,1.03,overcast clouds
612,General Roca,AR,-39.0333,-67.5833,78.62,13,100,26.87,overcast clouds
613,Mosquera,CO,4.7059,-74.2302,60.89,72,75,9.22,thunderstorm
614,Gamba,GA,-2.65,10.0,76.73,84,97,8.25,light rain
615,Agvali,RU,42.5385,46.1197,47.48,72,3,5.48,clear sky
616,Huarmey,PE,-10.0681,-78.1522,66.78,80,100,8.55,overcast clouds
617,Polunochnoye,RU,60.8697,60.4153,16.07,84,94,9.42,overcast clouds
618,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,20.71,sand
619,Krasnomayskiy,RU,57.6194,34.4099,22.19,92,100,9.35,overcast clouds
620,Beringovskiy,RU,63.05,179.3167,9.5,89,100,17.69,overcast clouds
621,Tres Arroyos,AR,-38.3739,-60.2798,80.2,47,21,9.1,few clouds
622,Kargat,RU,55.1956,80.2811,6.19,88,100,14.81,overcast clouds
623,Bundaberg,AU,-24.85,152.35,78.22,80,64,8.01,broken clouds
624,Samsun,TR,41.25,36.3333,59.99,86,0,3.44,clear sky
625,Uray,RU,60.1247,64.7758,12.11,87,84,10.94,broken clouds
626,Kyzyl,RU,51.7,94.45,-0.06,96,100,0.43,overcast clouds
627,Ekhabi,RU,53.5102,142.9671,25.61,85,100,13.0,overcast clouds
628,Datong,CN,40.0936,113.2914,37.11,46,97,3.0,overcast clouds
629,Fort Frances,CA,48.5999,-93.4003,11.16,67,75,16.11,broken clouds
630,Chara,RU,56.9064,118.2631,0.99,91,100,0.45,overcast clouds
631,Amahai,ID,-3.3333,128.9167,79.16,81,100,2.8,overcast clouds
632,Pangnirtung,CA,66.1451,-65.7125,-2.54,86,74,4.25,broken clouds
633,Kholodnyy,RU,62.7167,147.95,-20.31,94,77,1.92,broken clouds
634,Bac Lieu,VN,9.285,105.7244,74.48,91,100,7.87,overcast clouds
635,Kashi,CN,39.4547,75.9797,45.61,29,0,11.18,clear sky
636,Leh,IN,34.1667,77.5833,22.96,93,99,5.08,light snow
637,Lufilufi,WS,-13.8745,-171.5986,89.38,75,19,7.29,light rain
638,Juneau,US,58.3019,-134.4197,36.1,97,100,13.8,light rain
639,Evensk,RU,61.95,159.2333,-7.15,78,84,7.52,broken clouds
640,Grand Gaube,MU,-20.0064,57.6608,70.2,72,0,3.0,clear sky
641,Salvador,SV,13.8333,-88.9167,84.06,73,17,1.79,few clouds
642,Boshkengash,TJ,38.4661,68.8053,44.94,93,40,4.47,scattered clouds
643,Proletariy,RU,58.4342,31.7046,23.54,87,100,9.71,overcast clouds
644,Dolores,AR,-36.3132,-57.6792,88.54,28,98,11.16,overcast clouds
645,Birsk,RU,55.4211,55.5428,11.44,88,9,4.38,clear sky
646,Mossoro,BR,-5.1875,-37.3442,84.15,65,20,18.41,few clouds
647,Aktash,RU,50.3,87.7333,3.88,84,100,4.85,overcast clouds
648,Bone,DE,51.9669,12.1396,32.9,81,85,6.02,overcast clouds
649,Taksimo,RU,56.3444,114.8794,-6.21,88,76,2.64,broken clouds
650,Tomatlan,MX,19.9333,-105.25,84.18,59,97,5.28,overcast clouds
651,Kemijarvi,FI,66.7131,27.4306,24.24,93,100,3.22,overcast clouds
652,Kijang,KR,35.2442,129.2139,55.13,71,82,7.74,broken clouds
653,Northam,GB,51.0333,-4.2167,47.25,91,100,17.58,overcast clouds
654,De-Kastri,RU,51.4667,140.7833,34.99,84,100,18.7,overcast clouds
655,Rosarito,MX,32.3333,-117.0333,77.49,24,0,8.77,clear sky
656,Nigde,TR,37.8333,34.75,43.61,81,0,4.43,clear sky
657,Tahe,CN,52.3333,124.7333,17.15,90,100,8.34,overcast clouds
658,Cabedelo,BR,-6.9811,-34.8339,79.47,78,93,11.23,overcast clouds
659,Olinda,BR,-8.0089,-34.8553,80.33,69,40,6.91,scattered clouds
660,Natchitoches,US,31.7668,-93.1335,46.38,66,0,8.05,clear sky
661,Tevaitoa,PF,-16.7833,-151.5,77.7,82,48,9.78,light rain
662,Ende,ID,-8.8432,121.6623,77.83,88,100,0.92,light rain
663,Vigrestad,NO,58.5667,5.7,29.25,53,0,8.5,clear sky
664,Robertsport,LR,6.7533,-11.3686,80.49,78,100,11.1,light rain
665,Khokhlovo,RU,59.1492,37.3998,20.07,81,53,9.19,broken clouds
666,Caraballeda,VE,10.6112,-66.8522,85.37,75,100,10.56,overcast clouds
667,Timizart,DZ,36.8,4.2667,50.0,80,88,8.75,moderate rain
668,Chase,CA,50.8165,-119.6857,32.88,77,76,2.75,broken clouds
669,Pundaguitan,PH,6.3711,126.1689,82.13,76,100,9.62,overcast clouds
670,Tiznit,MA,29.5833,-9.5,64.2,45,4,3.98,clear sky
671,Vlissingen,NL,51.4425,3.5736,39.15,94,100,6.91,mist
672,Fomboni,KM,-12.28,43.7425,79.25,78,0,14.47,clear sky
673,Awash,ET,8.9833,40.1667,70.2,28,11,0.51,few clouds
674,Mantua,IT,45.1667,10.7833,49.98,88,100,2.37,overcast clouds
675,Nikolayevka,RU,53.1257,47.2041,33.46,95,100,9.26,overcast clouds
676,Micheweni,TZ,-4.9667,39.8333,77.22,84,92,1.88,light rain
677,Aborlan,PH,9.4352,118.5492,77.07,91,100,3.09,overcast clouds
678,Pontianak,ID,-0.0333,109.3333,75.18,100,20,2.3,few clouds
679,Dunedin,NZ,-45.8742,170.5036,53.8,94,100,2.33,overcast clouds
680,Anadyr,RU,64.75,177.4833,-5.3,77,0,11.18,clear sky
681,Jackson,US,42.4165,-122.8345,57.74,26,0,5.75,clear sky
682,Guinguineo,SN,14.2667,-15.95,76.82,38,0,0.0,clear sky
683,Kamenka,RU,51.3223,42.7678,36.68,98,100,10.11,overcast clouds
684,San Jeronimo,PE,-11.9472,-75.2829,61.16,50,98,7.78,overcast clouds
685,Bud,US,39.447,-86.1758,35.55,44,25,17.9,scattered clouds
686,Kualakapuas,ID,-3.0091,114.3876,73.09,99,100,0.63,overcast clouds
687,Turukhansk,RU,65.8167,87.9833,-3.69,88,100,9.04,overcast clouds
688,Brownsville,US,25.9018,-97.4975,50.09,95,100,21.85,overcast clouds
689,Lubumbashi,CD,-11.6609,27.4794,64.42,85,81,3.24,broken clouds
690,Lasa,IT,46.6166,10.7002,41.88,87,100,6.89,overcast clouds
691,Punta Alta,AR,-38.8759,-62.0736,86.54,37,49,2.73,scattered clouds
692,Floro,NO,61.5996,5.0328,31.96,86,1,6.91,clear sky
693,Kiama,AU,-34.6833,150.8667,75.25,52,0,8.01,clear sky
694,Lentekhi,GE,42.7856,42.7261,50.77,85,96,4.99,overcast clouds
695,Hovd,MN,48.0056,91.6419,15.58,59,4,2.89,clear sky
